File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF231GIA	tsv	gene quantifications	ENCSR000AAH	RNA-seq	CL:0002098	regular cardiac myocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF425HQM, ENCFF940AZB	9940585	ENCODE Processing Pipeline	92677a4d0c6a2ffcdb3a5525d1c69116		https://www.encodeproject.org/files/ENCFF231GIA/@@download/ENCFF231GIA.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF988EBG	tsv	gene quantifications	ENCSR000AAG	RNA-seq	CL:0002592	smooth muscle cell of the coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF554YWX, ENCFF826ONU	9617711	ENCODE Processing Pipeline	cd831c1775dd78b96af8085209946964		https://www.encodeproject.org/files/ENCFF988EBG/@@download/ENCFF988EBG.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF260DPL	tsv	gene quantifications	ENCSR000AAG	RNA-seq	CL:0002592	smooth muscle cell of the coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF395QXE, ENCFF826ONU	9594035	ENCODE Processing Pipeline	b9c259e29654d19494c4f5c117e28f7d		https://www.encodeproject.org/files/ENCFF260DPL/@@download/ENCFF260DPL.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF302GLB	tsv	gene quantifications	ENCSR000AAG	RNA-seq	CL:0002592	smooth muscle cell of the coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF635SEC, ENCFF940AZB	9965157	ENCODE Processing Pipeline	b4465cc51ed811333e82bbf20d1d0237		https://www.encodeproject.org/files/ENCFF302GLB/@@download/ENCFF302GLB.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF763NBX	tsv	gene quantifications	ENCSR000AAG	RNA-seq	CL:0002592	smooth muscle cell of the coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF205XIB, ENCFF940AZB	9994922	ENCODE Processing Pipeline	2d11bc5a11eab635b2bdd9985e361450		https://www.encodeproject.org/files/ENCFF763NBX/@@download/ENCFF763NBX.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF981FYW	tsv	gene quantifications	ENCSR822AOE	RNA-seq	UBERON:0018118	right renal cortex interstitium	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF752TAX, ENCFF940AZB	10198608	ENCODE Processing Pipeline	f1d7d7693896496396985fe9d3307d4d		https://www.encodeproject.org/files/ENCFF981FYW/@@download/ENCFF981FYW.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF826AWU	tsv	gene quantifications	ENCSR822AOE	RNA-seq	UBERON:0018118	right renal cortex interstitium	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF537PBN, ENCFF826ONU	9821074	ENCODE Processing Pipeline	548a931d1b1ed23352f32b06d637e4fe		https://www.encodeproject.org/files/ENCFF826AWU/@@download/ENCFF826AWU.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF724SSX	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF826ONU, ENCFF851IFC	9532943	ENCODE Processing Pipeline	3062762080cf5e57055659aed6cf919c		https://www.encodeproject.org/files/ENCFF724SSX/@@download/ENCFF724SSX.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF927TYW	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF296WGO, ENCFF826ONU	9507779	ENCODE Processing Pipeline	484faad46339a2213bcb01781af9d5af		https://www.encodeproject.org/files/ENCFF927TYW/@@download/ENCFF927TYW.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF757CQE	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF089BGF, ENCFF940AZB	9880366	ENCODE Processing Pipeline	432806108db5f5b611807025b99e7c04		https://www.encodeproject.org/files/ENCFF757CQE/@@download/ENCFF757CQE.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF450SDZ	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF438FKA, ENCFF940AZB	9871942	ENCODE Processing Pipeline	35af46c4536f3d6b9dfd1d4f8ecbe8bd		https://www.encodeproject.org/files/ENCFF450SDZ/@@download/ENCFF450SDZ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF487DRK	tsv	gene quantifications	ENCSR044JAQ	RNA-seq	UBERON:0002167	right lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF884ERI, ENCFF940AZB	10170233	ENCODE Processing Pipeline	ce480b1cec1be5b6061dd72d9a12844a		https://www.encodeproject.org/files/ENCFF487DRK/@@download/ENCFF487DRK.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF771HZE	tsv	gene quantifications	ENCSR044JAQ	RNA-seq	UBERON:0002167	right lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF037DZA, ENCFF826ONU	9794710	ENCODE Processing Pipeline	55227bc38dd01f0fdb10c51be9aad471		https://www.encodeproject.org/files/ENCFF771HZE/@@download/ENCFF771HZE.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF237ZQX	tsv	gene quantifications	ENCSR002CTR	RNA-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF442NEJ, ENCFF940AZB	9952797	ENCODE Processing Pipeline	ffa8c74721f6b904f61aebd01f456248		https://www.encodeproject.org/files/ENCFF237ZQX/@@download/ENCFF237ZQX.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF168OPL	tsv	gene quantifications	ENCSR002CTR	RNA-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF051CZT, ENCFF826ONU	9583860	ENCODE Processing Pipeline	6b674bfdf3ea1c518301f8ddf06e6ce6		https://www.encodeproject.org/files/ENCFF168OPL/@@download/ENCFF168OPL.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF766GYI	tsv	gene quantifications	ENCSR000AFO	RNA-seq	UBERON:0000019	camera-type eye	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF216QOE, ENCFF826ONU	9445924	ENCODE Processing Pipeline	ea01d9613c2daaa64dc796c02a358c70		https://www.encodeproject.org/files/ENCFF766GYI/@@download/ENCFF766GYI.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF702BTW	tsv	gene quantifications	ENCSR000AFO	RNA-seq	UBERON:0000019	camera-type eye	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF092MXC, ENCFF826ONU	9500365	ENCODE Processing Pipeline	b48cade9e4d6bcd7162e90baea5888f6		https://www.encodeproject.org/files/ENCFF702BTW/@@download/ENCFF702BTW.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF350IDA	tsv	gene quantifications	ENCSR000AFO	RNA-seq	UBERON:0000019	camera-type eye	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF072DZA, ENCFF940AZB	9804047	ENCODE Processing Pipeline	8cfde474e3a12d2bf4cf4285fb670c8c		https://www.encodeproject.org/files/ENCFF350IDA/@@download/ENCFF350IDA.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF074DCE	tsv	gene quantifications	ENCSR000AFO	RNA-seq	UBERON:0000019	camera-type eye	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF592IHA, ENCFF940AZB	9861075	ENCODE Processing Pipeline	78e131ab30cb8fd7cc76fab44d9cd156		https://www.encodeproject.org/files/ENCFF074DCE/@@download/ENCFF074DCE.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF313PHN	tsv	gene quantifications	ENCSR729ZII	RNA-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF940AZB, ENCFF968CPL	10159639	ENCODE Processing Pipeline	4c09dc6069e2f1e73893d2b93cac0ac1		https://www.encodeproject.org/files/ENCFF313PHN/@@download/ENCFF313PHN.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF956DJP	tsv	gene quantifications	ENCSR729ZII	RNA-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF883BSK	9782888	ENCODE Processing Pipeline	3b3f6af50a8a2e372b4aa2ca65a87c6a		https://www.encodeproject.org/files/ENCFF956DJP/@@download/ENCFF956DJP.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF525CMT	tsv	gene quantifications	ENCSR212AMA	RNA-seq	UBERON:0002113	kidney	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF174EDE, ENCFF940AZB	10167208	ENCODE Processing Pipeline	1dff5e178499b289fa59c92962a0e2f5		https://www.encodeproject.org/files/ENCFF525CMT/@@download/ENCFF525CMT.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF571CQP	tsv	gene quantifications	ENCSR212AMA	RNA-seq	UBERON:0002113	kidney	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF156LFG, ENCFF826ONU	9772832	ENCODE Processing Pipeline	93d5cce373fe65be796331bfe1e965cb		https://www.encodeproject.org/files/ENCFF571CQP/@@download/ENCFF571CQP.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF418HER	tsv	gene quantifications	ENCSR000AFM	RNA-seq	UBERON:0002331	umbilical cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF826ONU, ENCFF826OPL	9459987	ENCODE Processing Pipeline	5e4949e40a8a801250357704de7e7727		https://www.encodeproject.org/files/ENCFF418HER/@@download/ENCFF418HER.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name	insufficient read depth	
ENCFF603DMU	tsv	gene quantifications	ENCSR000AFM	RNA-seq	UBERON:0002331	umbilical cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF400AFF, ENCFF826ONU	9461808	ENCODE Processing Pipeline	fd0c41a3aa523a6b9e2135f6b5b3358e		https://www.encodeproject.org/files/ENCFF603DMU/@@download/ENCFF603DMU.tsv	hg19			released		low replicate concordance	missing RIN, inconsistent assay_term_name	insufficient read depth	
ENCFF286FJY	tsv	gene quantifications	ENCSR000AFM	RNA-seq	UBERON:0002331	umbilical cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF312JOW, ENCFF940AZB	9804888	ENCODE Processing Pipeline	9d4bfe2fa80d727c6d38e7daf67e366f		https://www.encodeproject.org/files/ENCFF286FJY/@@download/ENCFF286FJY.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name	insufficient read depth	
ENCFF676WKP	tsv	gene quantifications	ENCSR000AFM	RNA-seq	UBERON:0002331	umbilical cord	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF651YZW, ENCFF940AZB	9808214	ENCODE Processing Pipeline	8eb5e2988bb488ac494d5c699ef522ba		https://www.encodeproject.org/files/ENCFF676WKP/@@download/ENCFF676WKP.tsv	GRCh38			released		low replicate concordance	missing RIN, inconsistent assay_term_name	insufficient read depth	
ENCFF629VUS	tsv	gene quantifications	ENCSR000CTU	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF940AZB, ENCFF970XRB	9935806	ENCODE Processing Pipeline	0f96e39b3d4382f713d736a4a402b118		https://www.encodeproject.org/files/ENCFF629VUS/@@download/ENCFF629VUS.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF670XEO	tsv	gene quantifications	ENCSR000CTU	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF772WOE, ENCFF940AZB	9933825	ENCODE Processing Pipeline	b6b294ba1df557981ab56b9f6198ffdb		https://www.encodeproject.org/files/ENCFF670XEO/@@download/ENCFF670XEO.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF552RTD	tsv	gene quantifications	ENCSR000CTU	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF371XCS, ENCFF826ONU	9567800	ENCODE Processing Pipeline	4f6a222fcddbf5605454f8791515c6f7		https://www.encodeproject.org/files/ENCFF552RTD/@@download/ENCFF552RTD.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF218LUU	tsv	gene quantifications	ENCSR000CTU	RNA-seq	EFO:0001203	MCF-7	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF171IJF, ENCFF826ONU	9566643	ENCODE Processing Pipeline	2efa141330801e6d9d7193138e64ed85		https://www.encodeproject.org/files/ENCFF218LUU/@@download/ENCFF218LUU.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF917ANZ	tsv	gene quantifications	ENCSR000AEW	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF826ONU, ENCFF917JTF	9494964	ENCODE Processing Pipeline	ea20898eba05a082f24e883fadd7ee77		https://www.encodeproject.org/files/ENCFF917ANZ/@@download/ENCFF917ANZ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF817YTS	tsv	gene quantifications	ENCSR000AEW	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF826ONU, ENCFF947MQE	9504258	ENCODE Processing Pipeline	d9f5e1229bb4d1a3621457faf10e0653		https://www.encodeproject.org/files/ENCFF817YTS/@@download/ENCFF817YTS.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF902DQW	tsv	gene quantifications	ENCSR000AEW	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF909NWZ, ENCFF940AZB	9859322	ENCODE Processing Pipeline	c445bafd4f55837c738e3d5d82557488		https://www.encodeproject.org/files/ENCFF902DQW/@@download/ENCFF902DQW.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF947JHW	tsv	gene quantifications	ENCSR000AEW	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF666DTY, ENCFF940AZB	9868475	ENCODE Processing Pipeline	635804c6971afa682af4ab8e3faaca26		https://www.encodeproject.org/files/ENCFF947JHW/@@download/ENCFF947JHW.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF267GUU	tsv	gene quantifications	ENCSR316SXP	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF073SVL, ENCFF426MTM	1499172	ENCODE Processing Pipeline	c9a8872ab3cee32e2a1899a936e2ec31		https://www.encodeproject.org/files/ENCFF267GUU/@@download/ENCFF267GUU.tsv	GRCh38			released					
ENCFF700MJH	tsv	gene quantifications	ENCSR316SXP	RNA-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF073SVL, ENCFF982OYH	1410169	ENCODE Processing Pipeline	f8492a46a72533b05a60907d183a286b		https://www.encodeproject.org/files/ENCFF700MJH/@@download/ENCFF700MJH.tsv	hg19			released					
ENCFF246HFV	tsv	gene quantifications	ENCSR646HQQ	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF338AVU, ENCFF426MTM	1485887	ENCODE Processing Pipeline	1ead9651c899c6cae48ca4c5d27a533c		https://www.encodeproject.org/files/ENCFF246HFV/@@download/ENCFF246HFV.tsv	GRCh38			released					
ENCFF327KWU	tsv	gene quantifications	ENCSR646HQQ	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF048QLB, ENCFF338AVU	1410342	ENCODE Processing Pipeline	a4b1572d5e49bf452a7f1f007ec3724e		https://www.encodeproject.org/files/ENCFF327KWU/@@download/ENCFF327KWU.tsv	hg19			released					
ENCFF434IJR	tsv	gene quantifications	ENCSR000BYF	RNA-seq	EFO:0001247	T47D	cell line	Homo sapiens	estradiol	10 nM	4 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				1							ENCFF445VHJ, ENCFF940AZB	10134492	ENCODE Processing Pipeline	e5965c3635959f676a83179f1298d2d0		https://www.encodeproject.org/files/ENCFF434IJR/@@download/ENCFF434IJR.tsv	GRCh38			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF627DOH	tsv	gene quantifications	ENCSR000BYF	RNA-seq	EFO:0001247	T47D	cell line	Homo sapiens	estradiol	10 nM	4 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				2							ENCFF772PER, ENCFF940AZB	10168385	ENCODE Processing Pipeline	759a109930f290d72d8832dce1494b3d		https://www.encodeproject.org/files/ENCFF627DOH/@@download/ENCFF627DOH.tsv	GRCh38			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF440SGX	tsv	gene quantifications	ENCSR000BYF	RNA-seq	EFO:0001247	T47D	cell line	Homo sapiens	estradiol	10 nM	4 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				1							ENCFF670MDS, ENCFF826ONU	9741734	ENCODE Processing Pipeline	1caddb1469ad3072c3930a5661a45768		https://www.encodeproject.org/files/ENCFF440SGX/@@download/ENCFF440SGX.tsv	hg19			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF582ESW	tsv	gene quantifications	ENCSR000BYF	RNA-seq	EFO:0001247	T47D	cell line	Homo sapiens	estradiol	10 nM	4 hour		polyadenylated mRNA		see document	see document		False	2012-02-23	ENCODE				2							ENCFF755JLP, ENCFF826ONU	9773663	ENCODE Processing Pipeline	ba5cdddf9a62cf4d0fc5401128f75605		https://www.encodeproject.org/files/ENCFF582ESW/@@download/ENCFF582ESW.tsv	hg19			released		missing spikeins	missing RIN, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF302HTI	tsv	gene quantifications	ENCSR027EJD	RNA-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF897ANK, ENCFF940AZB	10186775	ENCODE Processing Pipeline	c1de1ffc277075fe6daaf4a7eae7950a		https://www.encodeproject.org/files/ENCFF302HTI/@@download/ENCFF302HTI.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF228MZF	tsv	gene quantifications	ENCSR027EJD	RNA-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF900ZRD	9790975	ENCODE Processing Pipeline	92880fcd961a3ff167db0068cfbf570e		https://www.encodeproject.org/files/ENCFF228MZF/@@download/ENCFF228MZF.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF470ZWQ	tsv	gene quantifications	ENCSR796HLX	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF192VBB, ENCFF940AZB	9856732	ENCODE Processing Pipeline	a4ef8661bd3bafd49edb5b15d337c5d0		https://www.encodeproject.org/files/ENCFF470ZWQ/@@download/ENCFF470ZWQ.tsv	GRCh38			released			inconsistent assay_term_name		
